student_id,gender,age,degree,branch,cgpa,backlogs,internships,certifications,coding_skills,communication_skills,aptitude_score,projects,placed,company_type,package_lpa
4610,Male,20,BTech,IT,6.77,2,2,1,9,3,77,4,1,Product,10.0
4611,Male,23,BCA,Electrical,5.66,3,1,1,10,6,98,4,0,None,0.0
4612,Female,20,BSc,DS,9.28,3,2,0,7,10,69,5,1,Startup,3.79
4613,Male,23,BSc,CS,9.05,0,3,3,10,2,54,2,0,None,0.0
4614,Male,23,BE,Mechanical,7.08,2,2,2,4,7,75,4,0,None,0.0
4615,Male,24,BTech,Mechanical,6.3,2,3,3,8,9,96,0,0,None,0.0
4616,Male,22,BSc,Mechanical,8.4,2,1,3,1,9,44,3,0,None,0.0
4617,Female,21,BCA,DS,5.84,3,0,1,5,2,88,2,0,None,0.0
4618,Male,21,BSc,IT,7.32,2,3,2,2,8,43,4,0,None,0.0
4619,Male,21,BTech,DS,5.87,0,1,4,3,8,65,2,0,None,0.0
4620,Male,22,BCA,DS,8.07,3,3,2,10,8,82,5,1,Service,6.72
4621,Male,20,BTech,Electrical,5.62,2,1,0,4,2,58,4,0,None,0.0
4622,Male,21,BSc,Mechanical,8.21,1,1,5,1,3,53,4,0,None,0.0
4623,Male,20,BSc,IT,8.39,2,0,1,5,4,66,2,1,Service,10.5
4624,Male,22,BSc,AI,7.59,2,2,2,10,6,95,2,1,Product,7.55
4625,Male,22,BTech,IT,6.25,3,0,0,6,2,77,1,0,None,0.0
4626,Female,24,BCA,DS,5.94,0,3,4,1,5,65,1,0,None,0.0
4627,Male,21,BSc,CS,6.85,1,0,3,4,9,81,0,0,None,0.0
4628,Female,24,BSc,IT,7.5,3,1,3,2,6,62,4,0,None,0.0
4629,Male,21,BSc,Mechanical,8.26,2,1,0,1,8,81,2,0,None,0.0
4630,Male,22,BE,CS,5.51,3,0,1,5,2,89,5,0,None,0.0
4631,Male,22,BE,AI,8.56,3,3,3,1,4,88,5,0,None,0.0
4632,Male,23,BCA,AI,8.56,1,2,1,8,6,41,3,0,None,0.0
4633,Female,23,BTech,CS,7.41,2,2,1,2,4,93,5,0,None,0.0
4634,Male,22,BSc,AI,6.98,3,1,3,5,9,52,5,0,None,0.0
4635,Male,22,BSc,CS,9.12,0,2,4,3,2,51,2,0,None,0.0
4636,Female,20,BTech,DS,8.87,1,2,5,6,7,76,1,1,Startup,14.54
4637,Female,20,BTech,CS,9.73,3,3,2,6,9,79,2,1,Startup,9.14
4638,Male,24,BCA,DS,7.1,1,2,5,8,2,75,5,1,Product,4.17
4639,Female,23,BTech,Mechanical,9.4,3,0,3,5,6,42,3,0,None,0.0
4640,Female,23,BSc,Mechanical,5.88,3,3,2,5,2,43,2,0,None,0.0
4641,Female,22,BCA,AI,7.27,3,0,1,5,5,70,2,1,Service,8.18
4642,Male,22,BE,Electrical,7.5,0,1,4,9,8,80,3,1,Product,14.31
4643,Male,24,BCA,Electrical,7.4,0,3,1,2,3,67,1,0,None,0.0
4644,Male,23,BCA,CS,8.19,0,2,4,3,5,79,2,0,None,0.0
4645,Female,20,BCA,DS,6.23,3,3,5,4,3,50,5,0,None,0.0
4646,Male,21,BTech,Mechanical,9.23,0,1,5,7,3,86,1,1,Service,3.81
4647,Female,24,BSc,Mechanical,7.87,1,0,5,10,1,95,3,1,Startup,12.43
4648,Male,21,BTech,Mechanical,9.39,0,1,0,1,2,82,2,0,None,0.0
4649,Male,20,BSc,AI,5.51,1,3,5,3,7,55,2,0,None,0.0
4650,Female,20,BTech,Mechanical,8.21,2,0,4,10,4,77,4,1,Startup,3.91
4651,Male,21,BCA,Electrical,7.27,2,0,4,7,1,68,0,1,Service,9.9
4652,Female,24,BSc,IT,7.67,0,3,5,8,4,54,3,0,None,0.0
4653,Female,21,BTech,AI,8.7,0,1,1,2,9,60,5,0,None,0.0
4654,Male,24,BCA,CS,6.48,1,2,5,3,8,53,1,0,None,0.0
4655,Female,24,BE,IT,6.38,3,1,5,7,6,55,3,0,None,0.0
4656,Male,22,BTech,AI,8.52,1,2,3,7,6,66,4,1,Product,12.58
4657,Male,23,BTech,AI,7.74,2,1,3,3,2,95,5,0,None,0.0
4658,Female,23,BE,DS,6.5,3,3,2,10,5,67,3,1,Product,12.79
4659,Male,20,BTech,IT,7.58,1,1,0,5,9,53,0,0,None,0.0
4660,Female,22,BE,IT,7.48,0,1,4,7,8,75,5,1,Product,7.16
4661,Male,23,BSc,Electrical,8.47,2,3,2,3,4,49,3,0,None,0.0
4662,Male,24,BE,IT,5.51,2,3,5,8,7,86,1,0,None,0.0
4663,Male,24,BCA,Mechanical,8.02,0,0,4,4,9,93,5,0,None,0.0
4664,Male,21,BE,Electrical,8.1,1,1,4,7,5,48,1,0,None,0.0
4665,Male,21,BSc,Mechanical,8.71,0,3,0,2,2,67,0,0,None,0.0
4666,Female,24,BE,Electrical,9.32,1,3,0,5,2,53,4,0,None,0.0
4667,Female,24,BE,CS,7.39,2,0,2,6,8,58,5,0,None,0.0
4668,Female,21,BSc,Electrical,6.97,0,3,3,1,8,96,2,0,None,0.0
4669,Female,23,BTech,CS,5.94,2,0,4,9,8,52,2,0,None,0.0
4670,Female,20,BTech,Electrical,6.95,2,3,1,9,5,98,0,1,Startup,5.44
4671,Female,21,BCA,CS,5.79,3,0,2,4,2,95,0,0,None,0.0
4672,Male,23,BCA,Mechanical,8.95,0,1,4,5,10,90,1,1,Service,5.16
4673,Male,23,BE,Electrical,8.97,2,3,0,9,8,94,0,1,Startup,5.52
4674,Female,23,BTech,DS,7.29,1,3,5,10,4,76,1,1,Service,10.47
4675,Female,22,BTech,Electrical,6.62,0,1,0,2,9,78,3,0,None,0.0
4676,Male,22,BE,CS,6.01,1,1,0,5,10,91,1,0,None,0.0
4677,Male,23,BSc,AI,9.16,1,1,0,4,6,42,1,0,None,0.0
4678,Male,24,BTech,Mechanical,9.27,1,0,5,2,10,46,3,0,None,0.0
4679,Female,22,BCA,DS,6.65,0,3,3,2,7,67,1,0,None,0.0
4680,Female,21,BE,AI,8.17,1,3,3,9,3,53,2,0,None,0.0
4681,Female,22,BSc,AI,6.61,0,2,4,10,2,93,1,1,Service,4.39
4682,Male,24,BCA,Mechanical,6.47,3,2,4,8,2,76,0,0,None,0.0
4683,Male,20,BTech,Electrical,5.59,1,3,2,10,3,87,1,0,None,0.0
4684,Female,22,BSc,IT,7.98,0,0,0,10,7,91,3,1,Product,14.77
4685,Female,23,BCA,DS,6.14,1,0,0,8,8,61,0,0,None,0.0
4686,Male,23,BE,Electrical,5.55,2,2,5,8,4,70,5,0,None,0.0
4687,Male,23,BSc,Mechanical,5.95,1,2,1,5,3,40,3,0,None,0.0
4688,Male,20,BSc,IT,6.85,2,2,1,4,7,86,3,0,None,0.0
4689,Male,24,BE,Mechanical,8.38,2,2,0,10,3,51,2,0,None,0.0
4690,Female,21,BTech,Mechanical,6.37,1,2,1,3,8,63,5,0,None,0.0
4691,Male,24,BTech,AI,9.32,1,1,1,2,4,69,4,0,None,0.0
4692,Male,20,BSc,Electrical,6.74,2,3,0,10,8,93,2,1,Service,14.94
4693,Male,23,BSc,Mechanical,6.92,3,3,3,5,2,85,3,1,Service,3.27
4694,Female,24,BSc,Electrical,6.44,0,2,3,8,8,87,3,0,None,0.0
4695,Female,21,BCA,IT,6.59,1,3,4,5,8,66,3,1,Product,3.66
4696,Male,23,BSc,AI,5.82,2,3,3,7,10,55,3,0,None,0.0
4697,Male,21,BTech,IT,6.77,0,1,0,5,3,60,3,1,Service,14.33
4698,Male,22,BE,IT,9.2,1,1,1,10,2,95,2,1,Product,6.92
4699,Female,21,BE,AI,8.46,0,0,0,9,7,43,4,0,None,0.0
4700,Female,23,BE,Electrical,9.26,2,0,2,8,9,41,3,0,None,0.0
4701,Female,22,BSc,IT,5.95,1,2,1,8,10,60,5,0,None,0.0
4702,Male,23,BSc,CS,7.46,3,0,0,1,1,46,4,0,None,0.0
4703,Female,23,BE,Electrical,6.49,0,2,4,5,5,76,0,0,None,0.0
4704,Male,22,BCA,Mechanical,8.6,1,0,4,9,3,46,1,0,None,0.0
4705,Male,21,BCA,AI,9.67,0,3,1,8,9,41,5,0,None,0.0
4706,Male,20,BCA,AI,9.01,0,3,3,1,8,51,3,0,None,0.0
4707,Female,20,BCA,Electrical,5.65,1,0,4,9,9,40,5,0,None,0.0
4708,Male,20,BTech,CS,6.86,1,3,5,10,9,42,5,0,None,0.0
4709,Female,20,BE,CS,5.62,1,3,2,1,10,40,3,0,None,0.0
4710,Female,24,BTech,CS,5.67,2,2,5,5,3,74,5,0,None,0.0
4711,Male,20,BSc,CS,5.84,1,3,5,10,7,55,3,0,None,0.0
4712,Male,22,BCA,DS,6.69,0,0,5,1,5,90,5,0,None,0.0
4713,Female,20,BCA,AI,6.81,1,3,1,8,6,47,1,0,None,0.0
4714,Male,23,BE,IT,7.22,2,2,2,2,8,60,4,0,None,0.0
4715,Female,20,BCA,AI,7.24,2,0,1,6,10,90,5,1,Product,12.64
4716,Male,21,BE,AI,8.82,1,2,3,2,8,44,2,0,None,0.0
4717,Female,22,BSc,AI,6.11,0,3,0,2,7,95,3,0,None,0.0
4718,Female,22,BCA,CS,6.18,2,3,5,1,1,97,1,0,None,0.0
4719,Female,24,BCA,CS,8.19,0,3,1,6,1,70,0,1,Startup,8.71
4720,Female,23,BTech,DS,7.96,3,1,0,5,6,98,1,1,Product,8.25
4721,Male,22,BE,Electrical,6.16,2,2,1,4,9,65,3,0,None,0.0
4722,Male,21,BE,AI,9.16,3,0,3,4,8,40,4,0,None,0.0
4723,Female,20,BCA,Mechanical,6.91,2,3,2,9,1,62,4,1,Startup,5.95
4724,Female,22,BTech,Electrical,7.08,0,1,0,2,8,52,0,0,None,0.0
4725,Male,21,BCA,DS,7.31,3,1,2,10,5,71,3,1,Startup,5.34
4726,Male,20,BE,CS,6.89,0,2,1,7,2,44,0,0,None,0.0
4727,Male,24,BE,AI,7.9,2,3,5,5,7,59,5,0,None,0.0
4728,Male,22,BCA,CS,7.17,0,2,1,10,2,90,0,1,Startup,11.63
4729,Male,22,BSc,Electrical,6.62,3,3,3,9,4,67,3,1,Service,11.29
4730,Male,21,BCA,IT,9.39,1,3,1,4,4,46,4,0,None,0.0
4731,Female,23,BTech,CS,6.83,1,3,3,6,5,99,4,1,Product,13.62
4732,Male,24,BE,CS,8.5,2,1,1,2,6,97,4,0,None,0.0
4733,Male,23,BE,DS,6.99,1,2,5,1,2,52,4,0,None,0.0
4734,Female,22,BCA,IT,7.37,2,2,2,1,8,71,4,0,None,0.0
4735,Male,23,BSc,Electrical,6.51,0,2,1,4,9,85,0,0,None,0.0
4736,Male,20,BE,Mechanical,8.74,0,0,0,9,3,57,5,0,None,0.0
4737,Male,24,BCA,Mechanical,8.67,3,0,4,3,7,85,2,0,None,0.0
4738,Male,23,BSc,Mechanical,5.6,3,1,0,3,4,84,3,0,None,0.0
4739,Male,20,BCA,AI,5.76,1,1,0,7,10,47,5,0,None,0.0
4740,Female,21,BCA,Mechanical,9.47,0,1,3,8,4,68,5,1,Product,6.96
4741,Male,23,BCA,AI,9.32,3,2,1,6,1,59,2,0,None,0.0
4742,Female,24,BE,Electrical,7.68,1,2,2,1,5,65,0,0,None,0.0
4743,Female,20,BSc,Electrical,7.62,2,3,1,6,6,57,3,0,None,0.0
4744,Male,23,BTech,CS,8.99,3,2,4,8,5,85,0,1,Service,12.42
4745,Female,21,BTech,Mechanical,6.1,3,1,1,5,6,41,5,0,None,0.0
4746,Male,23,BE,DS,8.31,1,1,4,8,3,82,3,1,Startup,5.39
4747,Female,20,BE,Electrical,7.55,3,3,4,1,2,86,5,0,None,0.0
4748,Female,23,BCA,IT,8.7,1,0,0,4,5,81,1,0,None,0.0
4749,Male,24,BCA,IT,5.63,3,2,4,9,6,88,0,0,None,0.0
4750,Male,22,BSc,Electrical,8.05,0,2,4,10,10,97,0,1,Product,11.19
4751,Male,20,BCA,CS,7.89,0,0,5,5,6,63,1,1,Startup,7.43
4752,Male,20,BSc,IT,9.12,0,1,2,10,5,82,5,1,Product,8.09
4753,Male,20,BCA,IT,8.41,3,1,5,10,2,47,4,0,None,0.0
4754,Female,20,BCA,CS,9.28,1,1,3,3,1,61,1,0,None,0.0
4755,Female,23,BTech,CS,9.32,0,2,1,3,10,73,1,0,None,0.0
4756,Female,24,BE,CS,7.26,2,0,2,9,6,71,2,1,Startup,11.2
4757,Female,21,BSc,DS,6.09,3,0,3,1,1,74,2,0,None,0.0
4758,Female,24,BTech,CS,8.21,1,1,0,6,1,64,4,1,Service,11.67
4759,Female,20,BCA,CS,9.26,3,2,2,6,6,46,2,0,None,0.0
4760,Female,23,BTech,CS,5.82,1,0,2,10,1,53,4,0,None,0.0
4761,Male,23,BSc,Electrical,7.9,1,2,0,8,2,83,5,1,Startup,7.3
4762,Male,20,BE,Mechanical,5.99,3,3,4,8,1,68,1,0,None,0.0
4763,Female,23,BTech,Electrical,5.62,2,1,0,1,7,76,5,0,None,0.0
4764,Female,20,BSc,Mechanical,8.42,2,1,1,7,4,76,2,1,Product,14.16
4765,Male,24,BCA,DS,8.43,3,3,0,10,4,46,5,0,None,0.0
4766,Male,22,BTech,DS,8.08,0,0,2,1,4,72,4,0,None,0.0
4767,Male,23,BE,IT,9.19,0,1,0,8,5,56,5,0,None,0.0
4768,Male,20,BSc,Electrical,5.85,1,0,1,5,9,58,4,0,None,0.0
4769,Female,20,BE,Mechanical,5.95,0,1,4,2,5,64,2,0,None,0.0
4770,Male,23,BCA,DS,9.22,3,3,4,3,10,47,3,0,None,0.0
4771,Female,21,BE,DS,7.66,3,3,3,9,2,51,2,0,None,0.0
4772,Female,20,BCA,Electrical,6.67,2,0,5,2,8,42,4,0,None,0.0
4773,Female,23,BCA,IT,8.67,0,1,3,4,8,70,3,0,None,0.0
4774,Male,20,BTech,CS,9.35,0,1,1,7,9,83,2,1,Product,5.65
4775,Male,21,BCA,AI,8.47,1,2,3,8,4,47,1,0,None,0.0
4776,Female,22,BE,IT,8.91,3,2,4,3,3,43,5,0,None,0.0
4777,Female,21,BTech,AI,6.71,3,1,5,10,10,71,0,1,Startup,10.46
4778,Female,24,BCA,IT,6.74,3,0,4,10,6,46,2,0,None,0.0
4779,Male,23,BSc,IT,9.22,2,3,3,9,1,53,2,0,None,0.0
4780,Female,21,BSc,CS,8.14,2,1,0,8,6,73,0,1,Startup,11.09
4781,Male,22,BCA,DS,6.51,2,2,4,6,5,44,3,0,None,0.0
4782,Female,20,BTech,Mechanical,7.75,3,3,3,8,1,51,0,0,None,0.0
4783,Female,23,BTech,IT,8.45,3,0,3,10,6,76,3,1,Service,4.99
4784,Female,21,BTech,CS,6.44,0,1,1,8,3,66,4,0,None,0.0
4785,Male,22,BE,AI,8.32,3,1,1,3,8,60,3,0,None,0.0
4786,Male,21,BSc,Electrical,5.68,3,3,4,7,3,96,1,0,None,0.0
4787,Female,24,BCA,Electrical,6.81,2,3,2,8,3,52,0,0,None,0.0
4788,Male,23,BCA,DS,8.4,0,2,3,6,7,64,1,1,Product,13.7
4789,Female,20,BSc,Electrical,6.14,3,0,0,6,1,73,1,0,None,0.0
4790,Male,22,BE,IT,6.46,1,3,2,7,10,81,0,0,None,0.0
4791,Male,21,BTech,AI,9.28,2,0,3,4,10,83,3,0,None,0.0
4792,Male,23,BSc,IT,8.4,1,0,2,10,8,96,1,1,Startup,14.45
4793,Female,21,BCA,Electrical,7.65,0,1,3,10,4,87,1,1,Product,5.29
4794,Male,23,BE,Mechanical,6.41,2,3,3,9,5,56,5,0,None,0.0
4795,Male,24,BCA,Electrical,6.97,0,3,2,3,5,60,3,0,None,0.0
4796,Female,21,BTech,Mechanical,7.97,3,2,1,7,4,54,1,0,None,0.0
4797,Female,24,BSc,Electrical,6.17,2,1,3,9,1,65,2,0,None,0.0
4798,Female,22,BTech,DS,7.57,0,3,4,8,3,72,0,1,Startup,10.83
4799,Female,24,BE,AI,7.26,0,3,2,7,8,74,3,1,Product,5.85
4800,Male,23,BSc,Mechanical,7.55,0,2,5,5,2,65,2,1,Service,9.36
4801,Male,22,BTech,CS,5.95,1,2,1,2,8,51,2,0,None,0.0
4802,Male,21,BTech,DS,5.96,2,0,0,2,4,99,5,0,None,0.0
4803,Male,21,BTech,IT,9.65,0,1,3,4,9,61,3,0,None,0.0
4804,Male,23,BE,Electrical,9.71,2,0,5,5,8,49,4,0,None,0.0
4805,Female,20,BTech,AI,7.33,3,2,3,4,8,48,1,0,None,0.0
4806,Male,20,BCA,AI,8.89,3,3,5,2,4,75,5,0,None,0.0
4807,Male,21,BSc,Electrical,8.32,0,3,4,4,2,73,1,0,None,0.0
4808,Male,23,BSc,CS,6.0,2,2,1,5,8,60,4,0,None,0.0
4809,Female,20,BTech,Mechanical,6.78,0,0,3,4,7,72,4,0,None,0.0
4810,Female,24,BE,Electrical,6.85,0,0,5,6,2,49,4,0,None,0.0
4811,Male,21,BCA,AI,8.06,1,2,1,10,7,84,1,1,Startup,9.44
4812,Female,24,BCA,CS,7.99,2,3,3,7,1,46,5,0,None,0.0
4813,Female,23,BSc,CS,9.47,1,1,5,5,6,98,0,1,Product,3.47
4814,Female,24,BSc,IT,8.9,0,0,0,9,7,67,5,1,Startup,9.62
4815,Female,20,BCA,CS,9.18,1,1,5,4,2,57,1,0,None,0.0
4816,Female,20,BSc,DS,9.33,1,3,4,10,2,54,0,0,None,0.0
4817,Female,22,BTech,AI,8.95,1,2,0,2,8,79,1,0,None,0.0
4818,Female,21,BCA,DS,6.93,3,0,0,10,2,69,0,1,Product,5.58
4819,Male,23,BSc,CS,6.42,3,0,5,8,10,64,5,0,None,0.0
4820,Male,21,BTech,CS,7.96,1,3,2,4,2,89,0,0,None,0.0
4821,Female,24,BTech,DS,8.47,2,2,0,4,5,89,2,0,None,0.0
4822,Male,23,BCA,IT,7.16,3,0,4,3,4,84,1,0,None,0.0
4823,Male,23,BTech,CS,9.15,1,3,4,9,1,69,5,1,Startup,12.01
4824,Female,20,BCA,DS,9.63,0,0,5,4,8,55,0,0,None,0.0
4825,Male,24,BTech,DS,7.95,3,1,3,2,4,49,2,0,None,0.0
4826,Female,20,BCA,AI,7.46,0,0,5,1,9,64,1,0,None,0.0
4827,Female,20,BCA,IT,9.12,1,3,0,1,2,51,0,0,None,0.0
4828,Female,22,BCA,Mechanical,5.6,1,1,1,8,2,79,2,0,None,0.0
4829,Male,20,BCA,DS,6.05,1,0,2,1,6,94,4,0,None,0.0
4830,Male,21,BTech,AI,9.14,0,0,5,5,2,40,0,0,None,0.0
4831,Male,23,BCA,Mechanical,8.65,3,2,2,8,2,48,2,0,None,0.0
4832,Male,20,BSc,AI,7.29,1,2,2,7,6,59,0,0,None,0.0
4833,Female,21,BTech,AI,9.32,2,0,4,7,6,77,5,1,Startup,3.8
4834,Female,24,BCA,Electrical,7.01,1,1,4,8,8,57,1,0,None,0.0
4835,Male,23,BTech,IT,8.23,3,2,3,3,10,68,2,0,None,0.0
4836,Female,24,BTech,CS,8.23,3,2,0,5,1,76,1,1,Startup,6.61
4837,Female,21,BTech,IT,6.29,2,2,4,2,1,98,2,0,None,0.0
4838,Male,24,BTech,Mechanical,6.72,1,3,2,5,7,88,0,1,Service,14.99
4839,Female,24,BCA,Electrical,9.44,3,0,4,5,9,51,1,0,None,0.0
4840,Male,24,BTech,IT,6.29,3,1,5,2,7,76,5,0,None,0.0
4841,Female,20,BSc,CS,6.25,3,1,0,10,4,71,3,0,None,0.0
4842,Male,20,BTech,IT,7.56,0,0,4,6,9,51,5,0,None,0.0
4843,Female,20,BTech,IT,5.9,3,2,5,1,6,95,3,0,None,0.0
4844,Female,23,BSc,IT,9.35,3,1,0,8,10,76,5,1,Startup,12.68
4845,Male,21,BCA,DS,5.93,0,3,3,1,1,78,3,0,None,0.0
4846,Male,20,BSc,DS,8.15,1,3,4,3,6,51,3,0,None,0.0
4847,Male,24,BE,IT,6.96,2,1,0,1,10,95,2,0,None,0.0
4848,Male,24,BSc,CS,8.96,0,3,5,2,6,72,5,0,None,0.0
4849,Female,24,BCA,CS,8.04,0,0,5,7,1,95,1,1,Startup,9.67
4850,Female,24,BSc,CS,7.17,0,3,0,7,8,98,2,1,Startup,4.32
4851,Male,22,BTech,CS,9.73,3,3,5,5,5,82,1,1,Service,4.09
4852,Female,23,BCA,Electrical,5.78,1,1,1,5,4,71,5,0,None,0.0
4853,Male,21,BE,Electrical,7.98,1,3,3,7,10,72,3,1,Service,12.74
4854,Male,21,BCA,AI,9.76,1,1,4,10,1,63,4,1,Product,5.19
4855,Female,20,BTech,IT,8.47,2,2,1,10,5,70,0,1,Startup,9.79
4856,Female,22,BE,IT,8.68,1,2,4,5,1,86,3,1,Product,3.47
4857,Male,21,BCA,AI,5.64,2,3,2,8,3,69,3,0,None,0.0
4858,Male,23,BCA,CS,5.59,3,2,2,3,10,65,4,0,None,0.0
4859,Male,24,BTech,Mechanical,5.66,1,1,0,2,1,41,2,0,None,0.0
4860,Female,20,BSc,Mechanical,9.76,2,2,1,10,10,91,2,1,Service,9.96
4861,Female,23,BSc,AI,9.71,3,0,0,4,3,56,1,0,None,0.0
4862,Female,21,BE,Mechanical,6.94,3,2,0,7,2,40,5,0,None,0.0
4863,Female,22,BTech,DS,6.75,2,2,0,9,4,91,0,1,Product,14.18
4864,Male,20,BTech,IT,6.13,3,1,2,3,7,70,1,0,None,0.0
4865,Male,21,BSc,Mechanical,6.92,3,2,5,3,1,99,3,0,None,0.0
4866,Male,20,BSc,Electrical,7.09,1,3,0,7,7,68,2,1,Product,13.89
4867,Male,21,BE,Electrical,8.72,2,0,5,1,6,50,3,0,None,0.0
4868,Male,24,BSc,DS,9.23,3,2,5,7,4,84,3,1,Startup,12.25
4869,Male,22,BE,IT,8.71,0,2,0,2,9,43,5,0,None,0.0
4870,Female,24,BCA,DS,8.28,0,3,0,10,7,75,5,1,Startup,14.73
4871,Female,21,BE,IT,8.79,3,0,0,1,10,47,2,0,None,0.0
4872,Male,23,BE,IT,8.68,1,0,1,10,10,75,5,1,Product,10.84
4873,Male,24,BE,Mechanical,7.55,0,2,4,9,5,86,3,1,Service,13.48
4874,Female,23,BCA,Electrical,6.94,1,1,1,1,2,60,3,0,None,0.0
4875,Female,21,BSc,AI,6.72,3,0,3,8,1,50,0,0,None,0.0
4876,Female,22,BE,Mechanical,8.42,2,0,5,10,2,51,1,0,None,0.0
4877,Female,23,BSc,CS,9.63,3,1,1,7,9,65,0,1,Service,10.07
4878,Male,21,BE,DS,8.0,3,0,5,10,2,66,4,1,Service,9.34
4879,Male,23,BSc,CS,9.42,0,0,5,9,5,73,0,1,Service,13.9
4880,Male,24,BE,IT,5.56,2,1,5,5,8,49,1,0,None,0.0
4881,Male,21,BSc,Mechanical,8.92,1,2,3,3,8,98,0,0,None,0.0
4882,Male,24,BTech,CS,9.17,1,1,2,1,9,97,4,0,None,0.0
4883,Female,20,BCA,CS,8.21,2,3,4,2,4,48,3,0,None,0.0
4884,Male,21,BE,Electrical,9.52,1,3,0,6,10,78,3,1,Startup,4.45
4885,Female,23,BCA,CS,8.04,0,2,3,8,7,52,0,0,None,0.0
4886,Male,20,BE,Electrical,6.53,3,3,2,9,9,51,4,0,None,0.0
4887,Male,24,BTech,Electrical,6.43,1,3,4,8,7,56,1,0,None,0.0
4888,Male,24,BTech,IT,7.89,0,0,3,2,1,43,4,0,None,0.0
4889,Male,23,BCA,Electrical,9.4,1,0,2,1,6,78,0,0,None,0.0
4890,Male,20,BE,IT,5.81,0,2,0,10,2,67,2,0,None,0.0
4891,Female,22,BSc,Electrical,8.1,1,3,2,4,7,80,2,0,None,0.0
4892,Female,23,BE,Electrical,8.81,1,3,2,5,9,59,5,0,None,0.0
4893,Female,24,BSc,IT,6.0,2,1,0,10,7,46,4,0,None,0.0
4894,Male,21,BCA,CS,6.0,2,0,5,6,8,95,0,0,None,0.0
4895,Male,20,BCA,DS,7.07,0,1,5,4,2,47,4,0,None,0.0
4896,Female,22,BTech,Mechanical,6.68,2,3,3,5,10,74,0,1,Startup,11.83
4897,Male,21,BSc,Mechanical,6.35,3,2,2,8,5,68,1,0,None,0.0
4898,Male,20,BE,IT,6.35,2,3,0,10,10,86,2,0,None,0.0
4899,Female,23,BTech,CS,6.06,0,2,3,3,1,54,3,0,None,0.0
4900,Male,23,BCA,DS,8.13,2,2,0,1,3,70,2,0,None,0.0
4901,Female,20,BTech,AI,8.46,0,1,1,9,1,51,3,0,None,0.0
4902,Male,22,BE,IT,8.52,3,3,3,9,2,60,0,1,Service,11.03
4903,Female,20,BE,AI,7.79,0,1,1,2,4,87,3,0,None,0.0
4904,Male,21,BCA,Mechanical,9.6,0,3,5,3,6,55,1,0,None,0.0
4905,Male,21,BTech,Mechanical,9.29,3,2,2,8,1,78,0,1,Product,6.76
4906,Female,23,BSc,DS,9.62,3,0,2,3,9,71,2,0,None,0.0
4907,Male,20,BSc,DS,7.17,0,3,2,3,1,45,2,0,None,0.0
4908,Male,23,BSc,AI,9.27,1,2,3,6,8,63,4,1,Startup,13.34
4909,Female,22,BE,Mechanical,8.78,1,0,4,6,1,71,5,1,Service,13.99
4910,Male,21,BTech,DS,6.96,0,3,3,7,1,57,3,0,None,0.0
4911,Female,24,BSc,DS,5.96,2,0,3,10,8,95,0,0,None,0.0
4912,Male,24,BTech,Mechanical,8.44,0,3,4,4,2,83,5,0,None,0.0
4913,Male,20,BCA,Mechanical,6.09,0,3,3,5,1,49,3,0,None,0.0
4914,Male,20,BSc,CS,6.76,2,0,5,10,7,68,1,1,Service,7.12
4915,Male,24,BTech,Electrical,7.65,3,1,1,3,1,48,1,0,None,0.0
4916,Female,20,BE,DS,8.42,0,0,4,2,4,52,4,0,None,0.0
4917,Male,21,BCA,AI,9.48,1,0,4,3,10,90,0,0,None,0.0
4918,Female,22,BCA,IT,8.05,3,2,1,3,10,66,0,0,None,0.0
4919,Male,22,BCA,IT,8.39,3,0,4,2,9,76,3,0,None,0.0
4920,Male,23,BCA,Mechanical,6.83,0,3,4,1,10,47,4,0,None,0.0
4921,Male,21,BE,Electrical,8.46,1,3,1,3,3,92,5,0,None,0.0
4922,Male,20,BE,AI,7.38,2,0,0,1,6,41,2,0,None,0.0
4923,Female,20,BSc,CS,9.18,2,2,0,8,10,81,0,1,Product,4.92
4924,Female,23,BE,DS,7.19,2,3,5,5,9,43,0,0,None,0.0
4925,Female,23,BE,CS,7.51,1,1,0,6,4,49,0,0,None,0.0
4926,Female,20,BCA,AI,7.36,3,0,1,10,3,53,4,0,None,0.0
4927,Male,20,BE,CS,8.99,3,1,2,7,5,64,5,1,Product,5.07
4928,Female,21,BCA,Mechanical,9.6,0,2,3,7,7,80,1,1,Service,10.06
4929,Female,23,BTech,IT,6.91,3,1,4,4,5,53,2,0,None,0.0
4930,Male,21,BTech,Mechanical,7.54,3,0,1,6,4,49,1,0,None,0.0
4931,Male,20,BTech,DS,8.54,2,1,3,8,1,47,5,0,None,0.0
4932,Male,24,BTech,Mechanical,9.35,2,3,1,6,6,45,5,0,None,0.0
4933,Male,24,BTech,AI,7.62,2,1,4,7,4,44,5,0,None,0.0
4934,Female,20,BTech,AI,5.97,3,2,2,3,6,60,3,0,None,0.0
4935,Female,23,BTech,DS,7.09,0,2,1,9,6,88,0,1,Startup,4.97
4936,Male,24,BCA,DS,7.87,3,2,3,10,4,62,3,1,Service,10.96
4937,Male,23,BCA,IT,7.3,0,3,5,2,8,76,5,0,None,0.0
4938,Male,24,BCA,CS,6.3,3,2,3,8,4,58,3,0,None,0.0
4939,Female,23,BCA,IT,5.66,1,3,4,8,5,92,0,0,None,0.0
4940,Female,24,BE,Mechanical,8.46,3,2,5,2,5,88,5,0,None,0.0
